,id,Room,Stay Time,Been Room5,Been Room6,Rooms Count,Been Room4,No Register,StageTime
32,10070,other,0.168,0,0,0.3111111111111111,0,0,0.0
33,10077,mainHall,0.792,0,0,0.6153846153846154,0,0,0.0
34,10078,hallB,0.636,0,0,0.4444444444444445,0,0,0.0
35,10080,other,0.596,0,0,0.4923076923076923,0,0,0.0
36,10081,mainHall,0.644,0,0,0.7529411764705882,0,0,0.0
37,10082,mainHall,0.7760000000000001,0,0,0.7058823529411765,0,0,0.0
38,10083,mainHall,0.644,0,0,0.7058823529411765,0,0,0.0
39,10084,mainHall,0.688,0,0,0.7384615384615385,0,0,0.0
40,10085,mainHall,0.68,0,0,0.611764705882353,0,0,0.0
41,10087,other,0.128,0,0,0.3555555555555556,0,0,0.0
42,10088,other,0.4920000000000001,0,0,0.4307692307692308,0,0,0.0
43,10089,hallB,0.3680000000000001,0,0,0.4235294117647059,0,0,0.0
44,10090,room5,1.604,1,0,0.5176470588235295,0,0,0.0
45,10091,other,0.41600000000000004,0,0,0.4307692307692308,0,0,0.0
46,10092,hallA,0.688,0,0,0.4235294117647059,0,0,0.0
47,10093,hallD,0.46,0,0,0.4923076923076923,0,0,0.0
48,10094,mainHall,0.772,0,0,0.7058823529411765,0,0,0.0
49,10095,other,0.20800000000000002,0,0,0.4235294117647059,0,0,0.0
50,10097,other,0.12,0,0,0.26666666666666666,0,0,0.0
51,10098,hallA,0.4320000000000001,0,0,0.4235294117647059,0,0,0.0
52,10101,mainHall,0.66,0,0,0.7058823529411765,0,0,0.0
53,10107,mainHall,0.804,0,0,0.7058823529411765,0,0,0.0
54,10108,hallB,0.336,0,0,0.4235294117647059,0,0,0.0
55,10109,other,0.8320000000000001,0,0,0.5176470588235295,0,0,0.0
56,10111,mainHall,0.8,0,0,0.611764705882353,0,1,0.0
57,10112,other,0.488,0,0,0.4307692307692308,0,0,0.0
58,10115,mainHall,0.8240000000000001,0,0,0.7384615384615385,0,0,0.0
59,10117,other,0.9079999999999999,0,0,0.6222222222222222,0,0,0.0
60,10118,exhibition,0.2,0,0,0.18823529411764706,0,0,0.0
61,10121,other,1.396,1,0,0.5176470588235295,0,0,0.0
62,10123,mainHall,0.7880000000000001,0,0,0.676923076923077,0,0,0.0
63,10126,exhibition,0.172,0,0,0.3555555555555556,0,0,0.0
64,10127,mainHall,0.86,0,0,0.6666666666666667,0,0,0.0
65,10134,mainHall,0.72,0,0,0.6588235294117647,0,0,0.0
66,10135,hallA,0.632,0,0,0.4444444444444445,0,0,0.0
67,10136,mainHall,0.8320000000000001,0,0,0.6588235294117647,0,0,0.0
68,10137,other,0.7,0,0,0.611764705882353,0,0,0.0
69,10141,other,0.7160000000000001,0,0,0.6588235294117647,0,0,0.0
70,10142,hallD,0.5840000000000001,0,0,0.4705882352941177,0,0,0.0
71,10143,mainHall,0.7760000000000001,0,0,0.6588235294117647,0,0,0.0
72,10145,mainHall,0.82,0,0,0.6666666666666667,0,0,0.0
73,10146,mainHall,0.7160000000000001,0,0,0.7529411764705882,0,0,0.0
74,10147,mainHall,0.7120000000000001,0,0,0.7058823529411765,0,0,0.0
75,10148,other,0.204,0,0,0.3111111111111111,0,0,0.0
76,10150,other,0.8480000000000001,0,0,0.7058823529411765,0,0,0.0
77,10151,mainHall,0.6960000000000001,0,0,0.6588235294117647,0,0,0.0
78,10152,other,0.98,0,0,0.7058823529411765,0,0,0.0
79,10155,hallB,0.252,0,0,0.4923076923076923,0,0,0.0
80,10157,hallB,0.47200000000000003,0,0,0.5647058823529413,0,0,0.0
81,10160,mainHall,0.7760000000000001,0,0,0.4705882352941177,0,0,0.0
82,10161,hallC,0.38,0,0,0.4705882352941177,0,0,0.0
83,10162,mainHall,0.84,0,0,0.7384615384615385,0,0,0.0
84,10163,mainHall,0.812,0,0,0.676923076923077,0,0,0.0
85,10164,register,2.212,0,1,0.3692307692307693,0,0,0.0
86,10167,mainHall,0.8080000000000002,0,0,0.6222222222222222,0,0,0.0
87,10170,mainHall,0.708,0,0,0.5538461538461539,0,0,0.0
88,10171,hallB,0.41200000000000003,0,0,0.4923076923076923,0,0,0.0
89,10172,mainHall,0.792,0,0,0.7058823529411765,0,0,0.0
90,10173,hallD,0.7240000000000001,0,0,0.4235294117647059,0,0,0.0
91,10174,other,0.488,0,0,0.3764705882352941,0,0,0.0
92,10175,hallC,0.324,0,0,0.4923076923076923,0,0,0.0
93,10178,mainHall,0.7,0,0,0.6588235294117647,0,0,0.0
94,10181,mainHall,0.708,0,0,0.5647058823529413,0,1,0.0
95,10182,mainHall,0.8560000000000001,0,0,0.7384615384615385,0,0,0.0
96,10183,other,0.484,0,0,0.6588235294117647,0,0,0.0
97,10185,mainHall,0.6560000000000001,0,0,0.5647058823529413,0,0,0.0
98,10186,hallB,0.47600000000000003,0,0,0.4705882352941177,0,0,0.0
99,10188,other,0.6560000000000001,0,0,0.4235294117647059,0,0,0.0
100,10190,exhibition,0.2240000000000001,0,0,0.28235294117647064,0,0,0.0
101,10192,mainHall,0.648,0,0,0.6222222222222222,0,0,0.0
102,10193,mainHall,0.6560000000000001,0,0,0.7058823529411765,0,0,0.0
103,10194,mainHall,0.688,0,0,0.6153846153846154,0,0,0.0
104,10196,register,2.184,0,1,0.3764705882352941,0,0,0.0
105,10201,mainHall,0.4480000000000001,0,0,0.4888888888888889,0,0,0.0
106,10202,hallB,0.456,0,0,0.4307692307692308,0,0,0.0
107,10204,mainHall,0.652,0,0,0.6666666666666667,0,0,0.0
108,10205,mainHall,0.7160000000000001,0,0,0.6666666666666667,0,0,0.0
109,10206,mainHall,0.74,0,0,0.6666666666666667,0,0,0.0
110,10214,room4,0.88,0,0,0.5647058823529413,1,0,0.0
111,10215,mainHall,0.7040000000000001,0,0,0.6588235294117647,0,0,0.0
112,10216,mainHall,0.792,0,0,0.4235294117647059,0,0,0.0
113,10217,exhibition,0.16,0,0,0.23529411764705885,0,0,0.0
114,10218,recreationArea,0.6040000000000001,0,0,0.6588235294117647,0,0,0.0
115,10221,other,0.47600000000000003,0,0,0.7529411764705882,0,0,0.0
116,10225,mainHall,0.5760000000000001,0,0,0.4923076923076923,0,0,0.0
117,10228,hallD,0.648,0,0,0.4235294117647059,0,0,0.0
118,10231,mainHall,0.7880000000000001,0,0,0.7111111111111111,0,0,0.0
119,10232,other,1.7960000000000005,1,0,0.4888888888888889,0,0,0.0
120,10233,mainHall,0.804,0,0,0.6666666666666667,0,0,0.0
121,10235,hallD,0.652,0,0,0.4,0,0,0.0
122,10236,hallC,0.436,0,0,0.3764705882352941,0,0,0.0
123,10239,hallB,0.34800000000000003,0,0,0.4307692307692308,0,0,0.0
124,10240,mainHall,0.6759999999999999,0,0,0.7058823529411765,0,0,0.0
125,10243,mainHall,0.8240000000000001,0,0,0.5647058823529413,0,1,0.0
126,10245,other,0.7040000000000001,0,0,0.5176470588235295,0,1,0.0
127,10246,other,0.344,0,0,0.6222222222222222,0,0,0.0
128,10248,mainHall,0.07600000000000001,0,0,0.22222222222222224,0,0,0.0
129,10249,exhibition,0.524,0,0,0.7111111111111111,0,0,0.0
130,10252,mainHall,0.8,0,0,0.7384615384615385,0,0,0.0
131,10255,other,0.1920000000000001,0,0,0.3555555555555556,0,0,0.0
132,10256,mainHall,0.7,0,0,0.5538461538461539,0,0,0.0
133,10258,hallA,0.436,0,0,0.2461538461538461,0,0,0.0
134,10261,hallB,0.28,0,0,0.611764705882353,0,0,0.0
135,10262,hallA,0.3680000000000001,0,0,0.3692307692307693,0,0,0.0
136,10264,mainHall,0.812,0,0,0.7384615384615385,0,0,0.0
137,10265,mainHall,0.8080000000000002,0,0,0.6666666666666667,0,0,0.0
138,10266,other,0.664,0,0,0.6588235294117647,0,0,0.0
139,10271,mainHall,0.812,0,0,0.7058823529411765,0,0,0.0
140,10272,mainHall,0.76,0,0,0.7529411764705882,0,0,0.0
141,10275,hallD,0.728,0,0,0.3111111111111111,0,0,0.0
142,10279,hallB,0.484,0,0,0.4235294117647059,0,0,0.0
143,10280,other,0.7120000000000001,0,0,0.6666666666666667,0,0,0.0
144,10281,hallD,0.376,0,0,0.4888888888888889,0,0,0.0
145,10282,mainHall,0.7,0,0,0.6153846153846154,0,1,0.0
146,10284,room5,1.6920000000000002,1,0,0.4888888888888889,0,0,0.0
147,10287,other,0.436,0,0,0.4307692307692308,0,0,0.0
148,10289,mainHall,0.6679999999999999,0,0,0.7058823529411765,0,0,0.0
149,10290,hallD,0.64,0,0,0.4705882352941177,0,0,0.0
150,10291,diningHall,0.28,0,0,0.28235294117647064,0,0,0.0
151,10292,mainHall,0.8240000000000001,0,0,0.7058823529411765,0,0,0.0
152,10293,mainHall,0.7040000000000001,0,0,0.6588235294117647,0,0,0.0
153,10295,mainHall,0.6960000000000001,0,0,0.5647058823529413,0,0,0.0
154,10296,mainHall,0.6960000000000001,0,0,0.611764705882353,0,0,0.0
155,10297,exhibition,0.184,0,0,0.26666666666666666,0,0,0.0
156,10298,mainHall,0.648,0,0,0.7529411764705882,0,0,0.0
157,10300,hallD,0.784,0,0,0.4,0,0,0.0
158,10301,exhibition,0.15600000000000006,0,0,0.28235294117647064,0,0,0.0
159,10305,exhibition,0.15200000000000002,0,0,0.23529411764705885,0,0,0.0
160,10309,hallB,0.8880000000000001,0,1,0.4923076923076923,0,0,0.0
161,10310,other,0.4640000000000001,0,0,0.5538461538461539,0,0,0.0
162,10311,exhibition,0.35200000000000004,0,0,0.6588235294117647,0,0,0.0
163,10314,other,0.196,0,0,0.32941176470588235,0,0,0.0
164,10316,hallC,0.3720000000000001,0,0,0.4307692307692308,0,0,0.0
165,10317,mainHall,0.852,0,0,0.6666666666666667,0,0,0.0
166,10319,mainHall,0.784,0,0,0.8,0,0,0.0
167,10320,mainHall,0.62,0,0,0.5647058823529413,0,0,0.0
168,10321,mainHall,0.66,0,0,0.7058823529411765,0,0,0.0
169,10322,other,0.12,0,0,0.28235294117647064,0,0,0.0
170,10324,mainHall,0.76,0,0,0.5777777777777778,0,0,0.0
171,10325,mainHall,0.672,0,0,0.611764705882353,0,0,0.0
172,10326,other,0.76,0,0,0.4235294117647059,0,0,0.0
173,10329,mainHall,0.792,0,0,0.6666666666666667,0,0,0.0
174,10331,mainHall,0.6240000000000001,0,0,0.6153846153846154,0,0,0.0
175,10334,mainHall,0.8280000000000001,0,0,0.676923076923077,0,0,0.0
176,10335,hallB,0.3720000000000001,0,0,0.4923076923076923,0,0,0.0
177,10336,exhibition,0.20800000000000002,0,0,0.28235294117647064,0,0,0.0
178,10339,hallC,0.4320000000000001,0,0,0.4923076923076923,0,0,0.0
179,10341,exhibition,0.14800000000000002,0,0,0.32941176470588235,0,0,0.0
180,10345,register,2.1,0,1,0.3076923076923077,0,0,0.0
181,10346,hallB,0.41200000000000003,0,0,0.4235294117647059,0,0,0.0
182,10347,other,0.56,0,0,0.611764705882353,0,0,0.0
183,10349,mainHall,0.664,0,0,0.4923076923076923,0,0,0.0
184,10359,hallC,0.3840000000000001,0,0,0.5647058823529413,0,0,0.0
185,10362,mainHall,0.772,0,0,0.6588235294117647,0,0,0.0
186,10363,hallB,0.4320000000000001,0,0,0.3692307692307693,0,0,0.0
187,10367,mainHall,0.732,0,0,0.7058823529411765,0,0,0.0
188,10370,hallC,0.376,0,0,0.4705882352941177,0,0,0.0
189,10373,mainHall,0.6759999999999999,0,0,0.5333333333333333,0,0,0.0
190,10374,mainHall,0.8320000000000001,0,0,0.8,0,0,0.0
191,10375,mainHall,0.684,0,0,0.4307692307692308,0,0,0.0
192,10379,diningHall,0.17600000000000002,0,0,0.32941176470588235,0,0,0.0
193,10381,mainHall,0.672,0,0,0.611764705882353,0,0,0.0
194,10382,exhibition,0.532,0,0,0.4235294117647059,0,0,0.0
195,10383,mainHall,0.6560000000000001,0,0,0.5538461538461539,0,0,0.0
196,10386,hallB,0.62,0,0,0.4705882352941177,0,0,0.0
197,10387,mainHall,0.6759999999999999,0,0,0.611764705882353,0,0,0.0
198,10388,room5,1.32,1,0,0.5647058823529413,0,0,0.0
199,10391,hallD,0.4640000000000001,0,0,0.5647058823529413,0,0,0.0
200,10394,mainHall,0.812,0,0,0.7058823529411765,0,0,0.0
201,10396,hallA,0.44,0,0,0.4888888888888889,0,0,0.0
202,10397,mainHall,0.636,0,0,0.6588235294117647,0,0,0.0
203,10399,hallB,0.468,0,0,0.6153846153846154,0,0,0.0
204,10401,other,0.7760000000000001,0,0,0.5777777777777778,0,1,0.0
205,10402,other,0.916,0,0,0.6588235294117647,0,0,0.0
206,10403,mainHall,0.8080000000000002,0,0,0.32941176470588235,0,0,0.0
207,10404,mainHall,0.66,0,0,0.676923076923077,0,0,0.0
208,10405,hallD,0.47600000000000003,0,0,0.3764705882352941,0,0,0.0
209,10406,hallB,0.496,0,0,0.3555555555555556,0,0,0.0
210,10408,mainHall,0.648,0,0,0.6588235294117647,0,0,0.0
211,10409,room5,1.332,1,0,0.5538461538461539,0,0,0.0
212,10413,mainHall,0.664,0,0,0.4,0,0,0.0
213,10414,exhibition,0.1920000000000001,0,0,0.28235294117647064,0,0,0.0
214,10415,mainHall,0.84,0,0,0.5777777777777778,0,0,0.0
215,10416,hallB,0.5,0,0,0.4,0,0,0.0
216,10417,exhibition,0.16,0,0,0.28235294117647064,0,0,0.0
217,10418,room5,1.2160000000000002,1,0,0.6153846153846154,0,0,0.0
218,10419,mainHall,0.764,0,0,0.5647058823529413,0,0,0.0
219,10420,mainHall,0.804,0,0,0.7058823529411765,0,0,0.0
220,10425,mainHall,0.8,0,0,0.7111111111111111,0,0,0.0
221,10426,other,0.988,0,0,0.5176470588235295,0,1,0.0
222,10427,mainHall,0.7680000000000001,0,0,0.611764705882353,0,1,0.0
223,10429,other,0.35600000000000004,0,0,0.5647058823529413,0,0,0.0
224,10430,mainHall,0.688,0,0,0.5647058823529413,0,0,0.0
225,10431,hallD,0.5840000000000001,0,0,0.5538461538461539,0,0,0.0
226,10434,exhibition,0.18,0,0,0.23529411764705885,0,0,0.0
227,10435,mainHall,0.52,0,0,0.4307692307692308,0,0,0.0
228,10437,other,0.552,0,0,0.4,0,0,0.0
229,10439,room5,1.624,1,0,0.4888888888888889,0,0,0.0
230,10440,hallA,0.6080000000000001,0,0,0.4444444444444445,0,0,0.0
231,10447,exhibition,0.16,0,0,0.32941176470588235,0,0,0.0
232,10448,other,0.11200000000000004,0,0,0.4235294117647059,0,0,0.0
233,10449,recreationArea,0.56,0,0,0.5777777777777778,0,0,0.0
234,10452,mainHall,0.804,0,0,0.6222222222222222,0,0,0.0
235,10454,hallB,0.46,0,0,0.3764705882352941,0,0,0.0
236,10455,hallD,0.684,0,0,0.4,0,0,0.0
237,10457,hallB,0.4280000000000001,0,0,0.3692307692307693,0,0,0.0
238,10458,other,0.5920000000000001,0,0,0.4705882352941177,0,0,0.0
239,10460,hallC,0.4320000000000001,0,0,0.5538461538461539,0,0,0.0
240,10461,mainHall,0.6679999999999999,0,0,0.6666666666666667,0,0,0.0
241,10462,hallB,0.436,0,0,0.4307692307692308,0,0,0.0
242,10463,other,0.688,0,0,0.6666666666666667,0,1,0.0
243,10465,other,0.188,0,0,0.3111111111111111,0,0,0.0
244,10467,mainHall,0.7560000000000001,0,0,0.611764705882353,1,0,0.0
245,10469,mainHall,0.636,0,0,0.7529411764705882,0,0,0.0
246,10473,mainHall,0.708,0,0,0.7058823529411765,0,0,0.0
247,10474,mainHall,0.42,0,0,0.4307692307692308,0,0,0.0
248,10476,diningHall,0.29200000000000004,0,0,0.32941176470588235,0,0,0.0
249,10479,other,0.72,0,0,0.6588235294117647,0,0,0.0
250,10481,mainHall,0.64,0,0,0.7058823529411765,0,0,0.0
251,10482,mainHall,0.78,0,0,0.7058823529411765,0,0,0.0
252,10483,hallD,0.556,0,0,0.5176470588235295,0,0,0.0
253,10484,mainHall,0.6920000000000001,0,0,0.7058823529411765,0,0,0.0
254,10485,exhibition,0.168,0,0,0.23529411764705885,0,0,0.0
255,10487,mainHall,0.652,0,0,0.4307692307692308,0,0,0.0
256,10488,other,0.6960000000000001,0,0,0.6588235294117647,0,0,0.0
257,10490,mainHall,0.804,0,0,0.6222222222222222,0,0,0.0
258,10492,other,0.82,0,0,0.7058823529411765,0,0,0.0
259,10493,diningHall,0.28800000000000003,0,0,0.28235294117647064,0,0,0.0
260,10494,other,0.8760000000000001,0,0,0.7058823529411765,0,0,0.0
261,10495,mainHall,0.812,0,0,0.7384615384615385,0,0,0.0
262,10498,hallB,0.4040000000000001,0,0,0.4923076923076923,0,0,0.0
263,10500,mainHall,0.8080000000000002,0,0,0.6666666666666667,0,0,0.0
264,10502,other,0.892,0,0,0.611764705882353,0,1,0.0
265,10504,hallC,0.4480000000000001,0,0,0.4235294117647059,0,0,0.0
266,10506,diningHall,0.11600000000000002,0,0,0.28235294117647064,0,0,0.0
267,10508,mainHall,0.78,0,0,0.6666666666666667,0,0,0.0
268,10509,hallA,0.41200000000000003,0,0,0.4,0,0,0.0
269,10511,mainHall,0.648,0,0,0.6588235294117647,0,0,0.0
270,10512,mainHall,0.732,0,0,0.5333333333333333,0,1,0.0
271,10513,exhibition,0.496,0,0,0.8,0,0,0.0
272,10514,mainHall,0.556,0,0,0.7529411764705882,0,0,0.0
273,10515,other,0.32,0,0,0.3692307692307693,0,0,0.0
274,10516,mainHall,0.708,0,0,0.6588235294117647,0,0,0.0
275,10517,mainHall,0.8320000000000001,0,0,0.676923076923077,0,0,0.0
276,10518,mainHall,0.78,0,0,0.5777777777777778,0,0,0.0
277,10522,mainHall,0.6920000000000001,0,0,0.6588235294117647,0,0,0.0
278,10526,mainHall,0.7440000000000001,0,0,0.6588235294117647,0,0,0.0
279,10528,other,0.7880000000000001,0,0,0.7058823529411765,0,0,0.0
280,10529,mainHall,0.5760000000000001,0,0,0.6588235294117647,0,0,0.0
281,10530,room5,1.7120000000000002,1,0,0.4705882352941177,0,0,0.0
282,10531,other,0.628,0,0,0.28235294117647064,0,0,0.0
283,10532,mainHall,0.732,0,0,0.611764705882353,0,0,0.0
284,10533,hallD,0.4640000000000001,0,0,0.5176470588235295,0,0,0.0
285,10537,hallC,0.41600000000000004,0,0,0.4444444444444445,0,0,0.0
286,10538,other,0.47600000000000003,0,0,0.4307692307692308,0,0,0.0
287,10539,mainHall,0.7880000000000001,0,0,0.611764705882353,0,0,0.0
288,10540,mainHall,0.728,0,0,0.6588235294117647,0,0,0.0
289,10545,room5,1.364,1,0,0.5538461538461539,0,0,0.0
290,10546,mainHall,0.8240000000000001,0,0,0.6666666666666667,0,0,0.0
291,10548,other,0.66,0,0,0.5647058823529413,0,0,0.0
292,10551,hallC,0.612,0,0,0.6222222222222222,0,0,0.0
293,10554,hallB,0.516,0,0,0.3764705882352941,0,0,0.0
294,10556,mainHall,0.6080000000000001,0,0,0.611764705882353,0,0,0.0
295,10561,other,0.7120000000000001,0,0,0.7058823529411765,0,0,0.0
296,10564,mainHall,0.7040000000000001,0,0,0.7111111111111111,0,0,0.0
297,10565,mainHall,0.804,0,0,0.6588235294117647,0,1,0.0
298,10566,hallA,0.5920000000000001,0,0,0.4705882352941177,0,0,0.0
299,10567,mainHall,0.708,0,0,0.7058823529411765,0,0,0.0
300,10568,hallC,0.728,0,0,0.28235294117647064,0,0,0.0
301,10570,other,0.7240000000000001,0,0,0.7058823529411765,0,0,0.0
302,10571,room5,1.376,1,0,0.5176470588235295,0,0,0.0
303,10572,mainHall,0.82,0,0,0.5777777777777778,0,1,0.0
304,10577,other,0.8640000000000001,0,0,0.7058823529411765,0,0,0.0
305,10578,hallD,0.688,0,0,0.4705882352941177,0,0,0.0
306,10579,mainHall,0.7160000000000001,0,0,0.7058823529411765,0,0,0.0
307,10591,diningHall,0.188,0,0,0.32941176470588235,0,0,0.0
308,10594,mainHall,0.7360000000000001,0,0,0.5647058823529413,0,1,0.0
309,10597,exhibition,0.196,0,0,0.28235294117647064,0,0,0.0
310,10598,exhibition,0.128,0,0,0.28235294117647064,0,0,0.0
311,10601,hallD,0.708,0,0,0.5176470588235295,0,0,0.0
312,10603,mainHall,0.7959999999999999,0,0,0.6666666666666667,0,0,0.0
313,10604,other,0.06,0,0,0.18823529411764706,0,0,0.0
314,10606,hallD,0.684,0,0,0.4888888888888889,0,0,0.0
315,10607,exhibition,0.684,0,0,0.6588235294117647,0,0,0.0
316,10608,mainHall,0.652,0,0,0.6588235294117647,0,0,0.0
317,10609,mainHall,0.84,0,0,0.6666666666666667,0,0,0.0
318,10615,mainHall,0.804,0,0,0.6666666666666667,0,0,0.0
319,10620,mainHall,0.74,0,0,0.6588235294117647,0,0,0.0
320,10621,mainHall,0.8080000000000002,0,0,0.6222222222222222,0,0,0.0
321,10625,mainHall,0.66,0,0,0.676923076923077,0,0,0.0
322,10628,mainHall,0.7959999999999999,0,0,0.7529411764705882,0,0,0.0
323,10629,mainHall,0.8,0,0,0.7058823529411765,0,0,0.0
324,10630,mainHall,0.6759999999999999,0,0,0.4923076923076923,0,0,0.0
325,10631,mainHall,0.6960000000000001,0,0,0.7058823529411765,0,0,0.0
326,10633,mainHall,0.8080000000000002,0,0,0.6588235294117647,0,1,0.0
327,10634,room5,1.624,1,0,0.4705882352941177,0,0,0.0
328,10636,hallB,0.332,0,0,0.4444444444444445,0,0,0.0
329,10637,hallD,0.3280000000000001,0,0,0.4235294117647059,0,0,0.0
330,10638,service,2.3320000000000003,0,1,0.3692307692307693,0,0,0.0
331,10639,exhibition,0.132,0,0,0.28235294117647064,0,0,0.0
332,10643,mainHall,0.8240000000000001,0,0,0.6222222222222222,0,0,0.0
333,10648,hallC,0.6679999999999999,0,0,0.3555555555555556,0,0,0.0
334,10649,mainHall,0.684,0,0,0.5538461538461539,0,0,0.0
335,10652,mainHall,0.5920000000000001,0,0,0.7529411764705882,0,0,0.0
336,10653,hallD,0.488,0,0,0.4705882352941177,0,0,0.0
337,10654,other,0.47600000000000003,0,0,0.4307692307692308,0,0,0.0
338,10656,other,0.912,0,0,0.7058823529411765,0,0,0.0
339,10657,mainHall,0.7760000000000001,0,0,0.7384615384615385,0,0,0.0
340,10659,mainHall,0.8080000000000002,0,0,0.7058823529411765,0,0,0.0
341,10660,mainHall,0.7760000000000001,0,0,0.6588235294117647,0,0,0.0
342,10661,mainHall,0.7440000000000001,0,0,0.676923076923077,0,0,0.0
343,10662,hallB,0.35600000000000004,0,0,0.5333333333333333,0,0,0.0
344,10663,hallB,0.30400000000000005,0,0,0.3692307692307693,0,0,0.0
345,10665,hallD,0.552,0,0,0.5538461538461539,0,0,0.0
346,10666,mainHall,0.8240000000000001,0,0,0.6666666666666667,0,0,0.0
347,10668,mainHall,0.672,0,0,0.5647058823529413,0,1,0.0
348,10669,mainHall,0.8080000000000002,0,0,0.7111111111111111,0,0,0.0
349,10670,hallB,0.396,0,0,0.4444444444444445,0,0,0.0
350,10671,hallB,0.316,0,0,0.3692307692307693,0,0,0.0
351,10672,hallA,0.424,0,0,0.5176470588235295,0,0,0.0
352,10673,hallC,0.6679999999999999,0,0,0.4,0,0,0.0
353,10675,other,0.23200000000000004,0,0,0.4235294117647059,0,0,0.0
354,10680,mainHall,0.7880000000000001,0,0,0.6222222222222222,0,0,0.0
355,10682,exhibition,0.252,0,0,0.28235294117647064,0,0,0.0
356,10683,mainHall,0.6920000000000001,0,0,0.611764705882353,0,0,0.0
357,10685,mainHall,0.8240000000000001,0,0,0.4705882352941177,0,0,0.0
358,10686,hallA,0.424,0,0,0.3076923076923077,0,0,0.0
359,10687,hallA,0.5880000000000001,0,0,0.4444444444444445,0,0,0.0
360,10688,hallB,0.47200000000000003,0,0,0.4923076923076923,0,0,0.0
361,10690,hallD,0.392,0,0,0.4444444444444445,0,0,0.0
362,10693,hallD,0.62,0,0,0.3555555555555556,0,0,0.0
363,10695,other,0.21600000000000005,0,0,0.3111111111111111,0,0,0.0
364,10698,mainHall,0.784,0,0,0.5647058823529413,0,0,0.0
365,10701,mainHall,0.772,0,0,0.7111111111111111,0,0,0.0
366,10702,diningHall,0.172,0,0,0.32941176470588235,0,0,0.0
367,10703,hallD,0.66,0,0,0.5176470588235295,0,0,0.0
368,10704,mainHall,0.7240000000000001,0,0,0.7529411764705882,0,0,0.0
369,10705,hallD,0.8960000000000001,0,1,0.4,0,0,0.0
370,10706,other,0.30400000000000005,0,0,0.5176470588235295,0,0,0.0
371,10707,hallA,0.7,0,0,0.4307692307692308,0,0,0.0
372,10708,mainHall,0.7760000000000001,0,0,0.8,0,0,0.0
373,10709,hallA,0.46,0,0,0.3555555555555556,0,0,0.0
374,10711,mainHall,0.74,0,0,0.7529411764705882,0,0,0.0
375,10712,hallB,0.4,0,0,0.4888888888888889,0,0,0.0
376,10713,mainHall,0.68,0,0,0.5538461538461539,0,0,0.0
377,10714,exhibition,0.212,0,0,0.18823529411764706,0,0,0.0
378,10717,exhibition,0.2,0,0,0.18823529411764706,0,0,0.0
379,10719,hallD,0.46,0,0,0.611764705882353,0,0,0.0
380,10720,hallC,0.32,0,0,0.5538461538461539,0,0,0.0
381,10721,mainHall,0.74,0,0,0.6666666666666667,0,0,0.0
382,10722,mainHall,0.6,0,0,0.4923076923076923,0,0,0.0
383,10723,hallB,0.308,0,0,0.5333333333333333,0,0,0.0
384,10724,poster,0.068,0,0,0.18823529411764706,0,0,0.0
385,10725,mainHall,0.732,0,0,0.6588235294117647,0,0,0.0
386,10726,mainHall,0.6040000000000001,0,0,0.5538461538461539,0,0,0.0
