,id,T,in,out,Room,Stay Time,Been Room5,Been Room6,Rooms Count,Been Room4
76,10235,124.22916666666669,34200,40163,hallB,77,0,0,6,0
77,10239,123.28125,33470,41360,hallB,87,0,0,7,0
78,10252,48.55241935483871,31300,43341,mainHall,98,0,0,12,0
79,10256,78.1111111111111,31850,42395,mainHall,103,0,0,9,0
80,10258,180.95,34040,41278,hallA,109,0,0,4,0
81,10262,108.53424657534245,33480,41403,hallA,92,0,0,6,0
82,10264,55.420118343195256,31780,41146,mainHall,61,0,0,12,0
83,10265,72.25625,31750,43311,mainHall,96,0,0,10,0
84,10266,82.64227642276424,31880,42045,mainHall,91,0,0,7,0
85,10280,78.73154362416108,31490,43221,mainHall,106,0,0,8,0
86,10281,129.58620689655172,33740,41256,hallC,83,0,0,7,0
87,10282,82.85906040268456,30770,43116,mainHall,115,0,0,10,0
88,10287,144.78,33850,41089,other,109,0,0,7,0
89,10292,52.26724137931034,31400,43526,mainHall,98,0,0,7,0
90,10293,81.88311688311687,30760,43370,mainHall,109,0,0,9,0
91,10295,69.52906976744185,30970,42929,mainHall,111,0,0,9,0
92,10309,109.85576923076924,32080,43505,hallB,127,0,1,8,0
93,10310,111.70833333333331,33610,41653,other,116,0,0,9,0
94,10311,78.87640449438203,31200,38220,hallB,51,0,0,7,0
95,10316,101.61904761904762,34420,40822,hallC,93,0,0,7,0
96,10319,41.21917808219178,40210,43219,mainHall,35,0,0,5,0
97,10320,77.47482014388491,31020,41789,mainHall,88,0,0,8,0
98,10321,86.712,31400,42239,mainHall,91,0,0,8,0
99,10325,35.52032520325203,38770,43139,mainHall,44,0,0,7,0
100,10331,81.60544217687075,30910,42906,mainHall,88,0,0,10,0
101,10334,55.44554455445545,32130,43330,mainHall,86,0,0,11,0
102,10335,92.95121951219512,32750,40372,hallB,93,0,0,8,0
103,10339,72.9915254237288,32820,41433,hallC,108,0,0,8,0
104,10345,176.94949494949498,27230,44748,register,178,0,1,5,0
105,10349,100.87962962962965,32090,42985,mainHall,104,0,0,8,0
106,10359,107.49180327868851,34420,40977,hallC,96,0,0,7,0
107,10363,137.52307692307693,32510,41449,hallB,108,0,0,6,0
108,10367,89.85,32490,41475,mainHall,83,0,0,7,0
109,10373,72.42105263157895,31880,42888,mainHall,110,0,0,8,0
110,10374,55.43689320388349,31530,42950,exhibition,45,0,0,13,0
111,10375,76.57575757575758,32010,42118,mainHall,86,0,0,7,0
112,10383,83.44354838709677,32420,42767,mainHall,83,0,0,9,0
113,10387,74.25547445255475,31660,41833,mainHall,86,0,0,9,0
114,10391,162.36363636363637,34070,41214,other,62,0,0,5,0
115,10397,83.47552447552448,30940,42877,mainHall,97,0,0,9,0
116,10399,59.756302521008394,33430,40541,hallB,84,0,0,10,0
117,10402,100.9,30600,41699,mainHall,106,0,0,9,0
118,10404,73.71523178807945,30690,41821,mainHall,102,0,0,11,0
119,10409,112.37894736842104,31080,41756,other,166,1,0,9,0
120,10415,88.8273381294964,30880,43227,other,103,0,0,9,0
121,10418,67.95283018867924,31930,39133,room5,84,1,0,10,0
122,10419,80.47482014388491,32070,43256,mainHall,99,0,0,9,0
123,10430,97.44660194174757,32210,42247,mainHall,87,0,0,7,0
124,10431,88.95918367346937,32830,41548,hallB,105,0,0,9,0
125,10435,98.55963302752292,30750,41493,mainHall,91,0,0,7,0
126,10439,251.74285714285716,32300,41111,room5,136,1,0,5,0
127,10440,181.6590909090909,33300,41293,hallB,103,0,0,7,0
128,10452,55.12857142857143,31760,43337,mainHall,93,0,0,10,0
129,10457,183.025,34030,41351,hallB,107,0,0,6,0
130,10458,216.0,33430,41422,hallA,111,0,0,5,0
131,10460,83.30434782608695,33080,40744,hallB,86,0,0,9,0
132,10462,116.37142857142857,33190,41336,hallB,109,0,0,7,0
133,10467,68.51006711409396,32660,42868,mainHall,125,0,0,8,1
134,10469,78.81021897810218,31010,41807,mainHall,82,0,0,10,0
135,10473,63.919191919191924,30720,43376,mainHall,108,0,0,11,0
136,10474,95.20183486238531,31550,41927,mainHall,86,0,0,7,0
137,10481,101.02150537634407,32550,41945,mainHall,79,0,0,7,0
138,10483,139.203125,32740,41649,hallB,100,0,0,8,0
139,10484,44.907514450867055,35050,42819,mainHall,66,0,0,9,0
140,10487,101.96703296703295,32340,41619,mainHall,79,0,0,7,0
141,10488,82.33333333333333,31920,41553,mainHall,86,0,0,8,0
142,10492,58.84848484848485,32620,38446,exhibition,46,0,0,6,0
143,10494,58.80813953488372,31490,41605,mainHall,89,0,0,9,0
144,10495,70.93442622950819,30610,43591,exhibition,136,0,0,12,0
145,10498,96.21176470588236,32700,40878,hallB,101,0,0,8,0
146,10500,65.48031496062993,34460,42776,exhibition,78,0,0,7,0
147,10502,92.4158415841584,32360,41694,mainHall,126,0,0,6,0
148,10508,50.21348314606742,39140,43609,exhibition,30,0,0,8,0
149,10511,76.81818181818181,30770,38375,hallB,38,0,0,7,0
150,10512,50.713615023474176,31970,42772,mainHall,128,0,0,6,0
151,10513,154.39215686274508,33300,41174,hallB,78,0,0,7,0
152,10514,72.04065040650406,32640,41501,mainHall,62,0,0,8,0
153,10515,153.25,33280,41249,other,80,0,0,6,0
154,10516,65.6144578313253,31970,42862,mainHall,113,0,0,10,0
155,10517,70.92682926829268,31670,43302,mainHall,102,0,0,11,0
156,10518,74.8,30760,41232,exhibition,111,0,0,9,0
157,10522,76.01459854014598,31750,42164,mainHall,102,0,0,9,0
158,10526,81.5923076923077,31190,41797,mainHall,99,0,0,8,0
159,10528,76.98484848484848,31470,41632,mainHall,98,0,0,8,0
160,10530,184.98039215686282,32290,41724,room5,146,1,0,6,0
161,10532,58.780487804878035,32360,42000,mainHall,91,0,0,9,0
162,10537,156.96428571428572,32530,41320,hallC,104,0,0,6,0
163,10538,187.4,33660,41156,hallB,98,0,0,7,0
164,10539,99.94949494949495,31630,41525,mainHall,90,0,0,9,0
165,10540,117.65116279069768,31470,41588,mainHall,125,0,0,7,0
166,10545,90.03370786516855,30760,38773,room5,87,1,0,9,0
167,10546,91.3181818181818,35140,43176,other,101,0,0,6,0
168,10561,93.76190476190477,31360,41205,mainHall,80,0,0,7,0
169,10566,100.77941176470587,33730,40583,hallB,98,0,0,7,0
170,10577,69.83536585365853,31640,43093,mainHall,96,0,0,9,0
171,10603,45.57872340425532,32420,43131,mainHall,127,0,0,9,0
172,10615,39.22413793103448,38360,42910,mainHall,49,0,0,7,0
173,10625,65.4390243902439,30950,41682,mainHall,85,0,0,11,0
174,10630,67.4746835443038,31410,42071,mainHall,120,0,0,8,0
175,10631,84.98076923076924,34000,42838,hallB,51,0,0,9,0
176,10634,182.74,32550,41687,room5,142,1,0,5,0
177,10638,120.55371900826448,29320,43907,service,177,0,1,6,0
178,10643,75.90196078431373,31490,43103,mainHall,142,0,0,7,0
179,10649,93.0782608695652,32590,43294,mainHall,104,0,0,9,0
180,10654,110.64102564102564,32500,41130,other,119,0,0,7,0
181,10656,59.235294117647065,33840,42903,mainHall,107,0,0,9,0
182,10657,57.47115384615386,31260,43214,mainHall,134,0,0,12,0
183,10659,69.83240223463687,30720,43220,mainHall,142,0,0,10,0
184,10660,85.81102362204723,31940,42838,other,108,0,0,9,0
185,10661,55.74757281553398,31890,43374,mainHall,102,0,0,11,0
186,10662,105.77611940298507,33450,40537,hallB,89,0,0,7,0
187,10663,141.22222222222226,34110,40465,hallB,76,0,0,6,0
188,10665,79.66666666666667,32970,40857,hallC,98,0,0,9,0
189,10668,105.23300970873787,31160,41999,mainHall,90,0,0,7,0
190,10669,54.58454106280193,32050,43349,mainHall,104,0,0,10,0
191,10670,160.82608695652175,34230,41628,hallB,99,0,0,7,0
192,10671,129.5625,34390,40609,hallB,79,0,0,6,0
193,10672,135.34782608695653,34150,40376,hallB,66,0,0,6,0
194,10673,135.50980392156862,34280,41191,other,61,0,0,6,0
195,10683,79.1063829787234,31760,42914,exhibition,51,0,0,9,0
196,10685,84.76923076923076,30630,35038,exhibition,63,0,0,4,0
197,10686,198.7179487179488,33980,41730,hallA,106,0,0,5,0
198,10688,118.05769230769228,33980,40119,other,59,0,0,8,0
199,10698,51.33333333333334,32360,41446,mainHall,83,0,0,9,0
200,10705,75.703125,37040,41885,room6,70,0,1,6,0
201,10707,94.27631578947368,33200,40365,hallB,57,0,0,7,0
202,10708,59.4720812182741,31360,43076,other,55,0,0,10,0
203,10711,77.75714285714284,30940,41826,mainHall,95,0,0,7,0
204,10713,89.55084745762709,32340,42907,mainHall,86,0,0,9,0
205,10719,92.85483870967742,34400,40157,hallC,77,0,0,7,0
206,10720,90.42553191489357,32530,41030,hallC,80,0,0,9,0
207,10722,95.39795918367346,31750,41099,hallB,72,0,0,8,0
208,10725,78.97916666666667,31920,43293,mainHall,115,0,0,8,0
209,10726,79.70588235294117,30850,41690,mainHall,84,0,0,9,0
210,10732,84.39344262295081,31400,41696,mainHall,93,0,0,8,0
211,10737,52.491803278688536,32080,41686,mainHall,53,0,0,10,0
212,10740,91.04545454545456,32420,38429,mainHall,78,0,0,6,0
213,10744,276.5135135135135,31220,41451,other,168,1,0,5,0
214,10748,104.69148936170212,32000,41841,mainHall,87,0,0,8,0
215,10750,83.23577235772358,32520,42758,mainHall,91,0,0,7,0
216,10754,156.0408163265306,34040,41686,hallC,82,0,0,6,0
217,10756,90.30701754385963,31220,41515,mainHall,87,0,0,8,0
218,10757,54.51269035532995,31580,42319,mainHall,78,0,0,10,0
219,10760,190.02857142857144,34190,40841,hallB,92,0,0,6,0
220,10761,39.09090909090909,40290,42870,mainHall,31,0,0,5,0
221,10762,113.16363636363636,30770,43218,service,162,0,1,6,0
222,10774,66.96571428571428,31520,43239,mainHall,97,0,0,11,0
223,10777,63.74860335195531,30580,41991,mainHall,102,0,0,10,0
224,10778,89.15671641791046,30930,42877,mainHall,89,0,0,11,0
225,10780,83.14285714285714,32020,41332,other,101,1,0,10,0
226,10785,87.77519379844959,31840,43163,mainHall,109,0,0,8,0
227,10790,139.17857142857142,33540,41334,other,106,0,0,7,0
228,10794,96.95061728395063,32440,40293,hallA,49,0,0,7,0
229,10796,158.48214285714286,32800,41675,other,132,0,0,8,0
230,10797,295.8333333333333,34310,41410,other,117,0,0,5,0
231,10801,83.84210526315789,31090,39055,room5,85,1,0,8,0
232,10804,68.13186813186813,30860,43260,mainHall,123,0,0,10,0
233,10812,85.95689655172414,32100,42071,mainHall,123,0,0,8,0
234,10814,148.03773584905662,33920,41766,other,124,0,0,6,0
235,10818,42.57608695652174,31560,35477,mainHall,34,0,0,9,0
236,10824,100.58904109589041,33750,41093,hallB,93,0,0,8,0
237,10832,90.75324675324677,33320,40308,other,77,0,0,7,0
238,10836,66.2625,31120,41722,other,73,0,0,9,0
239,10838,105.05357142857143,34050,39933,hallC,77,0,0,7,0
240,10840,104.7391304347826,34120,41347,hallB,93,0,0,7,0
241,10842,99.87142857142857,33330,40321,hallB,77,0,0,6,0
242,10848,194.972972972973,34120,41334,hallB,98,0,0,5,0
243,10850,146.78,33570,40909,hallB,106,0,0,6,0
244,10853,102.80357142857143,34380,40137,other,89,0,0,6,0
245,10854,63.52747252747253,31700,43262,mainHall,95,0,0,10,0
246,10855,82.25196850393702,31090,41536,mainHall,85,0,0,9,0
247,10861,75.46825396825396,31800,41309,mainHall,84,0,0,9,0
248,10863,85.18548387096773,32410,42973,mainHall,117,0,0,8,0
249,10865,58.646766169154226,31150,42938,mainHall,127,0,0,9,0
250,10870,56.20253164556962,34340,43220,mainHall,99,0,0,8,0
251,10876,54.937219730941706,31200,43451,mainHall,134,0,0,7,0
252,10877,63.176991150442475,33300,40439,other,83,0,0,9,0
253,10880,102.65555555555555,33520,42759,exhibition,50,0,0,9,0
254,10882,48.1576354679803,32270,42046,mainHall,66,0,0,9,0
255,10884,57.78172588832487,31790,43173,mainHall,100,0,0,9,0
256,10887,51.39655172413793,30870,42794,mainHall,114,0,0,10,0
257,10891,66.03703703703704,30700,43181,mainHall,102,0,0,12,0
258,10896,176.7560975609756,33910,41157,other,60,0,0,5,0
259,10898,147.0,33660,39834,hallC,79,0,0,6,0
260,10911,74.90277777777777,30880,41666,mainHall,85,0,0,10,0
261,10918,112.1851851851852,32130,38188,mainHall,80,0,0,5,0
262,10921,72.87919463087249,31290,42149,mainHall,99,0,0,8,0
263,10927,105.0,31190,41795,mainHall,91,0,0,8,0
264,10930,106.60975609756098,38390,42761,other,38,0,0,5,0
265,10931,100.41803278688525,30590,42841,recreationArea,83,0,0,10,0
266,10933,133.4736842105263,31610,41754,room5,147,1,0,7,0
267,10934,179.952380952381,34270,41828,hallB,101,0,0,7,0
268,10935,83.78571428571429,31190,39401,room5,87,1,0,8,0
269,10936,103.5,32610,42753,mainHall,83,0,0,9,0
270,10941,55.76190476190475,34760,42957,mainHall,54,0,0,9,0
271,10943,60.453125,31560,43167,other,90,0,0,11,0
272,10949,62.11764705882353,32380,42940,mainHall,97,0,0,10,0
273,10951,133.34545454545454,33950,41284,hallA,108,0,0,5,0
274,10955,82.80405405405405,31040,43295,mainHall,102,0,0,11,0
275,10956,232.4375,33580,41018,other,123,0,0,5,0
276,10959,155.04545454545453,34090,40912,hallB,102,0,0,6,0
277,10961,87.80281690140846,31050,43518,mainHall,121,0,0,8,0
278,10967,38.76543209876543,32380,35520,mainHall,31,0,0,6,0
279,10970,217.64864864864865,33540,41593,other,127,0,0,5,0
280,10976,62.81,30730,43292,mainHall,91,0,0,11,0
281,10977,74.35897435897436,40350,43250,exhibition,26,0,0,5,0
282,10981,75.04545454545455,32240,38844,room5,83,1,0,9,0
283,10983,50.81512605042017,30800,42894,mainHall,79,0,0,13,0
284,10985,51.49253731343283,31690,42040,other,64,0,0,9,0
285,10986,56.39583333333334,32110,42938,mainHall,73,0,0,11,0
286,10991,105.32051282051279,33770,41985,other,131,0,0,6,0
287,10996,110.12244897959185,30800,41592,mainHall,90,0,0,8,0
288,10997,72.69736842105263,32590,38115,hallB,44,0,0,6,0
289,11001,63.58385093167703,32630,42867,mainHall,92,0,0,9,0
290,11006,89.80769230769229,33440,40445,hallB,96,0,0,8,0
291,11009,55.79342723004695,31240,43124,mainHall,134,0,0,10,0
292,11015,126.90384615384615,33890,40489,hallB,85,0,0,7,0
293,11022,96.97590361445783,33580,41629,hallB,64,0,0,9,0
294,11023,48.35622317596568,32100,43367,mainHall,87,0,0,9,0
295,11025,67.01438848920863,31950,41265,mainHall,83,0,0,10,0
296,11026,95.94927536231884,30260,43501,exhibition,146,0,1,7,0
297,11027,196.79411764705884,34010,40701,hallB,91,0,0,6,0
298,11028,180.49019607843132,31870,41075,other,150,1,0,7,0
299,11029,194.5272727272728,32200,42899,room2,131,0,0,6,0
300,11032,60.534883720930225,31430,41842,mainHall,111,0,0,7,0
301,11033,85.13178294573643,30940,41922,mainHall,104,0,0,8,0
302,11038,62.04790419161677,32450,42812,exhibition,65,0,0,9,0
303,11040,185.38235294117646,33190,39493,other,86,0,0,6,0
304,11046,74.9076923076923,30620,35489,exhibition,37,0,0,8,0
305,11050,131.4814814814815,34070,41170,hallA,87,0,0,6,0
306,11052,40.09090909090909,32470,35557,mainHall,22,0,0,7,0
307,11066,86.92307692307692,34110,39760,hallB,75,0,0,6,0
308,11068,79.72727272727273,31840,43241,mainHall,147,0,0,9,0
309,11069,47.875,31270,43526,mainHall,95,0,0,12,0
310,11075,111.95714285714287,33190,41027,hallB,101,0,0,8,0
311,11080,74.91509433962264,33190,41131,other,64,0,0,8,0
312,11085,41.3,41170,42822,other,17,0,0,4,0
313,11087,116.0,33600,38240,hallB,52,0,0,6,0
314,11089,92.29032258064517,34280,42863,other,72,0,0,9,0
315,11091,72.58088235294117,31620,41491,mainHall,123,0,0,8,0
316,11093,70.7798742138365,31870,43124,mainHall,107,0,0,10,0
317,11096,105.50537634408602,31480,41292,other,154,1,0,7,0
318,11098,59.625,30960,38592,hallB,51,0,0,9,0
319,11100,77.79878048780488,30630,43389,mainHall,136,0,0,6,0
320,11103,97.09523809523807,32800,40956,hallB,100,0,0,8,0
321,11107,77.35251798561151,31570,42322,mainHall,112,0,0,9,0
322,11113,70.48148148148148,31770,41285,mainHall,82,0,0,9,0
323,11116,95.06382978723404,32600,41536,mainHall,85,0,0,6,0
324,11123,81.10810810810811,32540,41543,mainHall,85,0,0,9,0
325,11129,87.08474576271186,31540,41816,mainHall,108,0,0,7,0
326,11136,43.876068376068375,31510,41777,mainHall,77,0,0,13,0
327,11138,65.70198675496688,32120,42041,mainHall,107,0,0,9,0
328,11141,91.40229885057472,32710,40662,hallB,101,0,0,7,0
329,11143,55.2469135802469,39060,43535,other,43,0,1,4,0
330,11146,215.8055555555556,33660,41429,hallC,107,0,0,6,0
331,11149,77.22388059701494,31950,37124,exhibition,72,0,0,7,0
332,11151,87.1090909090909,32100,41682,mainHall,79,0,0,8,0
333,11153,80.84873949579831,32240,41861,mainHall,102,0,0,7,0
334,11160,51.9182389937107,34980,43235,mainHall,98,0,0,8,0
335,11165,211.472972972973,28940,44589,other,208,0,1,4,0
336,11167,165.73809523809524,33930,40891,hallB,88,0,0,6,0
337,11171,73.21348314606742,31630,38146,mainHall,45,0,0,7,0
338,11172,109.2087912087912,31730,41668,mainHall,90,0,0,7,0
339,11176,121.36923076923077,32130,40019,room5,108,1,0,6,0
340,11179,59.26900584795322,31530,41665,mainHall,72,0,0,11,0
341,11182,91.2090909090909,31740,41773,mainHall,91,0,0,8,0
342,11186,91.13131313131314,32570,41592,mainHall,91,0,0,6,0
343,11192,76.34482758620689,31110,37752,mainHall,79,0,0,6,0
344,11193,66.86285714285714,31630,43331,mainHall,103,0,0,9,0
345,11197,91.52991452991456,32380,43089,mainHall,121,0,0,8,0
346,11199,39.3125,31590,42912,mainHall,88,0,0,11,0
347,11201,84.8169014084507,31120,43164,mainHall,152,0,0,6,1
348,11203,49.72413793103448,37530,43298,other,69,0,0,7,0
349,11206,48.004784688995215,33370,43403,mainHall,75,0,0,10,0
350,11209,60.82,32300,35341,mainHall,32,0,0,6,0
351,11210,84.65693430656935,31330,42928,mainHall,88,0,0,9,0
352,11211,210.0555555555556,33670,41232,hallA,114,0,0,5,0
353,11213,61.86746987951807,32670,42940,mainHall,91,0,0,8,0
354,11216,77.98648648648648,31520,43062,mainHall,109,0,0,8,0
355,11217,149.09677419354838,32450,41694,hallC,112,0,0,6,0
356,11218,49.08411214953271,31840,42344,mainHall,99,0,0,9,0
357,11219,94.61855670103093,32280,41458,mainHall,85,0,0,7,0
358,11221,68.15757575757576,31680,42926,exhibition,77,0,0,9,0
359,11225,173.3181818181818,32720,40346,hallB,114,0,0,7,0
360,11228,70.24528301886792,32990,40436,hallB,83,0,0,9,0
361,11231,97.32727272727271,32200,42906,mainHall,81,0,0,9,0
362,11232,89.1651376146789,32630,42349,mainHall,84,0,0,7,0
363,11234,88.99122807017544,31480,41625,mainHall,84,0,0,8,0
364,11236,116.30508474576271,33540,40402,other,91,0,0,7,0
365,11251,169.58653846153842,27460,45097,register,236,0,1,5,0
366,11252,88.34057971014492,30880,43071,mainHall,100,0,0,8,0
367,11253,74.104,32550,41813,mainHall,95,0,0,7,0
368,11255,86.94067796610169,30790,41049,other,92,0,0,9,0
369,11262,76.22480620155041,31940,41773,mainHall,83,0,0,8,0
370,11265,161.42105263157896,33990,40124,hallB,75,0,0,5,0
371,11267,84.95275590551181,32230,43019,mainHall,99,0,0,7,0
372,11277,183.4,32600,40853,hallB,102,0,0,6,0
373,11278,78.68992248062015,31840,41991,mainHall,90,0,0,7,0
374,11279,59.435754189944134,32640,43279,mainHall,144,0,0,6,0
375,11284,103.6,31450,41292,room5,140,1,0,7,0
376,11292,72.02976190476191,31000,43101,mainHall,139,0,0,11,0
377,11297,81.625,31550,43304,mainHall,141,0,0,9,0
378,11300,182.73684210526315,33330,40274,hallB,89,0,0,6,0
379,11302,193.22222222222226,32750,41445,hallA,111,0,0,6,0
380,11303,107.45977011494251,32410,41759,mainHall,128,0,0,5,0
381,11311,65.83428571428571,31540,43061,mainHall,145,0,0,9,0
382,11314,71.6046511627907,31150,43466,mainHall,147,0,0,10,0
383,11316,153.83333333333334,32860,41167,hallA,109,0,0,6,0
384,11317,190.5263157894737,30720,41580,hallB,120,0,0,6,0
385,11328,36.32307692307693,40790,43151,mainHall,17,0,0,5,0
386,11330,98.77215189873421,33020,40823,hallB,100,0,0,8,0
387,11331,69.7816091954023,31170,43312,mainHall,104,0,0,8,0
388,11333,62.21014492753624,31780,40365,mainHall,76,0,0,6,0
389,11335,70.97029702970299,33770,40938,other,98,0,0,8,0
390,11339,69.90173410404624,31050,43143,mainHall,121,0,0,11,0
391,11341,58.78238341968912,32080,43425,mainHall,57,0,0,13,0
392,11344,136.93333333333334,33520,41736,hallB,104,0,0,6,0
393,11347,42.759493670886066,39960,43338,exhibition,30,0,0,8,0
394,11356,82.28846153846153,32180,40738,hallB,79,0,0,8,0
395,11359,77.48630136986301,30750,42063,mainHall,87,0,0,9,0
396,11362,73.70748299319727,31990,42825,mainHall,87,0,0,9,0
397,11366,79.725,33950,40328,hallA,52,0,0,7,0
398,11369,57.973333333333336,38940,43288,mainHall,32,0,0,6,0
399,11378,68.39784946236558,30720,43442,mainHall,108,0,0,8,0
400,11383,46.86046511627906,37500,41530,other,32,0,1,7,0
401,11388,70.31645569620254,30840,41950,mainHall,127,0,0,11,0
402,11393,135.135593220339,32620,40593,hallC,93,0,0,7,0
403,11396,108.49685534591197,27880,45131,other,230,0,1,9,0
404,11397,92.94074074074074,30740,43287,mainHall,107,0,0,9,0
405,11404,89.51515151515152,33930,39838,hallB,64,0,0,7,0
406,11405,164.30555555555554,33870,39785,other,97,0,0,6,0
407,11418,130.35,34090,39304,other,85,0,0,5,0
408,11419,115.60810810810813,32580,41135,hallB,109,0,0,8,0
409,11422,100.96739130434784,32410,41699,mainHall,83,0,0,7,0
410,11424,85.64492753623189,31240,43059,mainHall,105,0,0,10,0
411,11425,74.49206349206351,30880,40266,other,103,0,0,8,0
412,11426,79.97278911564626,31090,42846,mainHall,107,0,0,7,0
413,11430,141.34545454545454,33520,41294,hallC,97,0,0,6,0
414,11431,70.4625,32220,43494,mainHall,120,0,0,9,0
415,11432,119.1,32750,39896,hallC,86,0,0,7,0
416,11433,51.433035714285715,31450,42971,mainHall,87,0,0,11,0
417,11437,70.16556291390728,32320,42915,mainHall,127,0,0,6,0
418,11440,151.62162162162159,34330,39940,hallC,73,0,0,6,0
419,11444,79.58823529411767,32180,43004,mainHall,88,0,0,8,0
420,11457,105.52941176470587,33750,40926,hallB,86,0,0,7,0
421,11460,77.53787878787878,31220,41455,mainHall,117,0,0,6,0
422,11462,97.60365853658536,29110,45117,other,185,0,1,6,0
423,11464,68.56024096385542,31730,43111,mainHall,139,0,0,7,0
