,id,T,in,out,Room,Stay Time,Been Room5,Been Room6,Rooms Count,Been Room4
150,10336,45.4888888888889,36070,40164,exhibition,52,0,0,6,0
151,10339,63.88235294117647,45040,49384,exhibition,56,0,0,6,0
152,10341,56.9,46070,50622,exhibition,37,0,0,7,0
153,10345,347.21428571428567,28840,62867,register,525,0,1,5,0
154,10346,112.752,48870,62964,hallB,103,0,0,9,0
155,10347,86.82051282051279,49570,63114,other,140,0,0,13,0
156,10349,127.01980198019804,31230,44059,mainHall,165,0,0,7,0
157,10359,72.89673913043478,49800,63213,other,82,0,0,12,0
158,10362,106.07067137809187,32110,62128,mainHall,172,0,0,14,0
159,10367,93.59302325581396,30800,62996,mainHall,175,0,0,15,0
160,10370,126.15254237288136,47060,61946,hallC,94,0,0,10,0
161,10373,118.39814814814815,31900,44687,mainHall,169,0,0,7,0
162,10374,65.88942307692308,31270,44975,other,101,0,0,14,0
163,10375,126.17,32030,44647,mainHall,170,0,0,7,0
164,10379,48.98936170212766,61480,66085,diningHall,44,0,0,7,0
165,10381,91.24127906976744,31540,62927,mainHall,168,0,0,13,0
166,10382,105.63855421686749,45470,63006,hallB,122,0,0,9,0
167,10383,84.92258064516129,31100,44263,mainHall,164,0,0,8,0
168,10386,92.5,46590,63055,hallB,155,0,0,10,0
169,10387,98.45980707395498,32200,62821,mainHall,169,0,0,13,0
170,10388,137.79775280898878,30770,55298,room5,241,1,0,12,0
171,10391,89.28961748633881,46890,63230,hallD,116,0,0,12,0
172,10394,74.35011990407673,31130,62134,mainHall,171,0,0,15,0
173,10397,96.9967320261438,32270,61951,mainHall,159,0,0,14,0
174,10399,206.70967741935485,50130,62946,hallB,117,0,0,7,0
175,10401,108.046875,31170,65745,other,194,0,0,12,0
176,10402,99.33860759493669,31600,62991,other,229,0,0,14,0
177,10403,120.94736842105264,30870,44658,mainHall,169,0,0,7,0
178,10404,117.81188118811882,32610,44509,mainHall,156,0,0,5,0
179,10405,108.3489932885906,46720,62864,hallD,119,0,0,8,0
180,10408,107.64561403508772,32420,63099,mainHall,161,0,0,14,0
181,10409,241.68041237113403,31640,55083,room5,333,1,0,9,0
182,10413,106.93103448275862,32180,44584,mainHall,163,0,0,8,0
183,10414,57.95505617977528,52400,57558,exhibition,48,0,0,6,0
184,10415,98.02659574468085,32050,50479,mainHall,162,0,0,11,0
185,10417,75.55357142857143,45790,50021,exhibition,40,0,0,6,0
186,10418,179.28676470588238,31190,55573,room5,220,1,0,12,0
187,10419,122.83846153846157,30810,62748,exhibition,174,0,0,12,0
188,10420,98.66981132075472,31320,62697,mainHall,172,0,0,15,0
189,10425,55.57936507936508,30760,44766,other,74,0,0,12,0
190,10426,121.3423076923077,31170,62719,other,247,0,0,11,0
191,10427,106.97885196374622,30610,66020,other,191,0,0,13,0
192,10429,68.06770833333333,48860,61929,other,89,0,0,12,0
193,10430,130.82926829268294,30950,63134,mainHall,172,0,0,12,0
194,10434,103.45454545454544,46200,50752,exhibition,45,0,0,5,0
195,10435,111.96666666666668,34700,44777,mainHall,130,0,0,7,0
196,10437,69.86792452830188,46550,50253,exhibition,34,0,0,5,0
197,10439,214.7142857142857,32700,61257,room5,406,1,0,10,0
198,10440,43.28947368421053,45370,47015,poster,18,0,0,5,0
199,10447,28.547445255474447,53760,57671,exhibition,40,0,0,7,0
200,10448,33.36734693877551,53070,57975,other,28,0,0,9,0
201,10449,42.134020618556704,40390,44477,mainHall,29,0,0,9,0
202,10452,86.69798657718121,31550,44468,mainHall,162,0,0,8,0
203,10454,109.8828125,48790,62855,hallB,115,0,0,8,0
204,10455,47.88235294117647,46250,47878,poster,18,0,0,4,0
205,10457,63.42857142857143,46660,50212,exhibition,50,0,0,5,0
206,10458,125.43609022556393,46150,62833,other,148,0,0,10,0
207,10461,123.76538461538462,30740,62919,mainHall,167,0,0,14,0
208,10462,77.48979591836735,46270,50067,exhibition,37,0,0,5,0
209,10463,122.07692307692308,31040,65954,mainHall,169,0,0,12,0
210,10467,82.67224880382776,30770,65327,mainHall,189,0,0,13,1
211,10469,83.57066666666667,31470,62809,mainHall,159,0,0,16,0
212,10473,68.14508928571429,31580,62109,mainHall,153,0,0,15,0
213,10474,66.8,35160,45848,mainHall,105,0,0,9,0
214,10476,68.26315789473685,61350,67835,diningHall,73,0,0,7,0
215,10479,100.87788778877888,32320,62886,other,180,0,0,14,0
216,10481,98.65396825396826,32230,63306,mainHall,160,0,0,15,0
217,10482,95.84227129337539,31880,62262,mainHall,168,0,0,15,0
218,10483,95.47674418604653,46760,63182,hallD,139,0,0,11,0
219,10484,91.90090090090092,32520,63123,mainHall,150,0,0,15,0
220,10485,65.56451612903226,46810,50875,exhibition,42,0,0,5,0
221,10487,105.11666666666666,32010,44624,mainHall,163,0,0,6,0
222,10488,125.11428571428571,32100,62753,other,174,0,0,14,0
223,10490,67.19047619047619,45690,49923,other,43,0,0,6,0
224,10492,108.03472222222223,31790,62904,mainHall,168,0,0,15,0
225,10493,66.81927710843374,62150,67696,diningHall,72,0,0,6,0
226,10494,101.61488673139158,31850,63249,other,219,0,0,15,0
227,10495,78.36760925449872,31390,61875,mainHall,174,0,0,15,0
228,10498,68.21428571428571,46330,50150,exhibition,33,0,0,6,0
229,10500,67.53846153846153,31310,45358,mainHall,158,0,0,12,0
230,10502,112.82467532467531,30790,65540,mainHall,175,0,0,13,0
231,10504,99.05426356589147,49940,62718,hallC,112,0,0,9,0
232,10506,44.87012987012987,61570,65025,diningHall,29,0,0,6,0
233,10508,96.27950310559008,31720,62722,mainHall,164,0,0,14,0
234,10511,114.18861209964413,30660,62747,mainHall,162,0,0,14,0
235,10512,123.989010989011,32660,66509,mainHall,169,0,0,10,0
236,10513,81.39947780678851,31730,62906,exhibition,124,0,0,17,0
237,10514,81.4587912087912,32330,61981,mainHall,139,0,0,16,0
238,10516,92.19219219219221,32600,63300,mainHall,169,0,0,14,0
239,10517,64.01570680628272,32190,44417,mainHall,148,0,0,10,0
240,10518,89.30434782608695,31750,46128,mainHall,163,0,0,11,0
241,10522,122.86561264822134,31570,62655,mainHall,173,0,0,14,0
242,10526,96.0923076923077,30700,61930,mainHall,168,0,0,14,0
243,10528,88.76271186440678,30650,62072,other,197,0,0,15,0
244,10529,92.26807228915665,32090,62723,hallB,114,0,0,14,0
245,10530,263.2201834862385,32510,61201,room5,428,1,0,10,0
246,10531,136.05263157894734,50130,63055,other,157,0,0,6,0
247,10532,74.88809523809523,31620,63073,mainHall,171,0,0,13,0
248,10533,108.21476510067114,46530,62654,hallD,116,0,0,11,0
249,10539,101.11551155115512,32250,62888,mainHall,163,0,0,13,0
250,10540,99.41503267973856,31600,62021,mainHall,182,0,0,14,0
251,10545,245.7173913043478,32400,55006,room5,341,1,0,10,0
252,10546,72.34502923976608,32330,44701,mainHall,145,0,0,10,0
253,10548,97.7087912087912,45420,63203,other,165,0,0,12,0
254,10554,115.6829268292683,48690,62919,hallB,129,0,0,8,0
255,10556,65.23732251521298,30940,63102,mainHall,152,0,0,13,0
256,10561,70.26126126126127,30820,62016,other,178,0,0,15,0
257,10564,86.91954022988506,31600,61848,mainHall,164,0,0,14,0
258,10565,99.3768115942029,32660,66945,room2,131,0,0,14,0
259,10566,72.13440860215054,49520,62937,hallA,148,0,0,10,0
260,10567,122.71484375,31740,63155,mainHall,177,0,0,15,0
261,10568,263.75,50420,63080,hallC,182,0,0,6,0
262,10570,80.35405405405406,32260,61991,other,181,0,0,15,0
263,10571,187.74015748031502,31340,55183,other,189,1,0,11,0
264,10572,102.84864864864865,46110,65137,room2,132,0,0,11,0
265,10577,102.49662162162164,31790,62129,mainHall,158,0,0,15,0
266,10578,104.34586466165413,49220,63098,hallB,63,0,0,10,0
267,10579,113.54744525547446,30910,62022,mainHall,179,0,0,15,0
268,10591,51.329787234042556,61960,66785,diningHall,47,0,0,7,0
269,10594,118.26190476190477,31530,66299,mainHall,169,0,0,12,0
270,10597,35.81818181818182,52990,57718,exhibition,49,0,0,6,0
271,10598,33.84172661870504,34940,39644,exhibition,32,0,0,6,0
272,10601,85.81865284974093,45720,62283,hallD,92,0,0,11,0
273,10603,85.16339869281045,31800,44830,mainHall,162,0,0,10,0
274,10604,40.078947368421055,46380,47903,other,15,0,0,4,0
275,10606,27.390625,45320,47073,other,15,0,0,6,0
276,10607,73.90338164251206,31330,61926,exhibition,171,0,0,14,0
277,10608,85.6,32600,62132,mainHall,156,0,0,14,0
278,10609,101.49324324324324,31060,46081,mainHall,169,0,0,9,0
279,10615,110.4,31970,62882,mainHall,176,0,0,14,0
280,10620,81.23872679045094,31270,61897,other,151,0,0,14,0
281,10621,61.224489795918366,31420,34420,exhibition,39,0,0,5,0
282,10625,97.50986842105264,32470,62113,mainHall,165,0,0,14,0
283,10628,101.48051948051949,30650,61906,mainHall,173,0,0,16,0
284,10629,100.79139072847687,31690,62129,mainHall,170,0,0,15,0
285,10630,90.75862068965515,31650,44810,mainHall,169,0,0,8,0
286,10631,86.94915254237291,31110,61890,other,157,0,0,15,0
287,10633,113.18122977346279,30840,65813,mainHall,148,0,0,14,0
288,10634,224.25190839694656,31730,61107,other,274,1,0,10,0
289,10636,45.33823529411765,31980,35063,mainHall,25,0,0,8,0
290,10637,106.26771653543308,49730,63226,hallD,82,0,0,9,0
291,10638,214.41958041958043,31830,62492,service,448,0,1,6,0
292,10639,60.60714285714285,46900,50294,exhibition,33,0,0,6,0
293,10643,84.71764705882353,31920,46322,mainHall,162,0,0,10,0
294,10648,56.7906976744186,45230,50114,exhibition,57,0,0,6,0
295,10649,82.44242424242422,30750,44353,mainHall,165,0,0,9,0
296,10652,69.81637168141593,31530,63087,mainHall,148,0,0,16,0
297,10653,110.26890756302521,49830,62952,hallD,122,0,0,10,0
298,10656,97.3405572755418,31680,63121,other,228,0,0,15,0
299,10657,94.3894080996885,32220,62519,mainHall,163,0,0,13,0
300,10659,108.67137809187278,31890,62644,mainHall,169,0,0,15,0
301,10660,98.1405750798722,32210,62928,mainHall,169,0,0,14,0
302,10661,106.08196721311475,30620,62975,mainHall,186,0,0,14,0
303,10665,99.43113772455091,46250,62855,hallD,138,0,0,10,0
304,10666,113.80970149253731,31630,62131,mainHall,177,0,0,12,0
305,10668,108.0253164556962,31690,65826,mainHall,168,0,0,12,0
306,10669,59.48333333333333,30690,44966,mainHall,141,0,0,13,0
307,10670,38.46666666666667,46010,47164,other,19,0,0,3,0
308,10671,108.61904761904762,46040,50602,exhibition,54,0,0,5,0
309,10672,72.5057471264368,49640,62256,hallA,65,0,0,11,0
310,10675,24.478048780487804,34890,39908,other,58,0,0,9,0
311,10680,96.23417721518987,30890,46095,mainHall,177,0,0,10,0
312,10682,88.54838709677419,45310,50800,exhibition,63,0,0,6,0
313,10683,109.53710247349824,31890,62889,mainHall,173,0,0,13,0
314,10685,82.70810810810809,30750,46051,mainHall,173,0,0,10,0
315,10688,153.1868131868132,49100,63040,hallB,118,0,0,8,0
316,10693,44.57142857142857,45200,46760,other,21,0,0,5,0
317,10698,115.95736434108528,32060,61977,mainHall,169,0,0,12,0
318,10702,53.645569620253156,61720,65958,diningHall,43,0,0,7,0
319,10703,91.25882352941177,46710,62224,hallA,108,0,0,11,0
320,10704,112.48056537102474,30990,62822,mainHall,158,0,0,16,0
321,10705,100.34,39290,44307,room6,73,0,1,6,0
322,10706,56.965250965250966,31510,46264,other,76,0,0,11,0
323,10707,146.8850574712644,50120,62899,hallA,175,0,0,6,0
324,10708,105.62828947368419,30750,62861,mainHall,163,0,0,17,0
325,10711,110.97849462365593,30890,61853,mainHall,185,0,0,16,0
326,10712,97.63703703703705,50040,63221,hallB,100,0,0,10,0
327,10713,126.81720430107526,32390,44184,mainHall,158,0,0,7,0
328,10714,85.38461538461539,45880,50320,exhibition,53,0,0,4,0
329,10717,73.93478260869566,47010,50411,exhibition,50,0,0,4,0
330,10719,93.97872340425532,45460,63128,hallD,115,0,0,13,0
331,10720,86.5,45170,50014,other,34,0,0,6,0
332,10721,76.37878787878788,31770,41852,mainHall,128,0,0,6,0
333,10722,56.99090909090909,32000,44538,mainHall,150,0,0,9,0
334,10724,47.828571428571436,45710,47384,poster,17,0,0,4,0
335,10725,107.04377104377105,30940,62732,mainHall,177,0,0,14,0
336,10726,101.27826086956522,32590,44237,mainHall,151,0,0,6,0
337,10727,99.0823529411765,45690,62534,other,180,0,0,12,0
338,10728,53.01587301587302,62090,65430,diningHall,33,0,0,7,0
339,10732,85.50887573964496,31770,46221,mainHall,168,0,0,10,0
340,10735,73.59649122807018,46350,50545,exhibition,44,0,0,6,0
341,10736,127.24528301886794,48750,62238,other,137,0,0,10,0
342,10737,98.39814814814815,31100,62981,mainHall,168,0,0,12,0
343,10739,32.10687022900763,35440,39646,exhibition,41,0,0,5,0
344,10740,91.29663608562693,32100,61954,mainHall,158,0,0,14,0
345,10743,96.04761904761904,30640,62912,mainHall,172,0,0,14,0
346,10744,245.51239669421486,31360,61067,room5,429,1,0,11,0
347,10748,140.71495327102804,32520,62633,mainHall,176,0,0,14,0
348,10749,85.0204081632653,46410,50576,exhibition,60,0,0,5,0
349,10750,125.06563706563705,30790,63182,mainHall,182,0,0,16,0
350,10751,62.78947368421053,36090,39669,poster,23,0,0,5,0
351,10752,103.66666666666669,45670,63086,hallB,161,0,0,10,0
352,10754,73.0,46260,50129,other,36,0,0,6,0
353,10756,95.0,32070,62470,mainHall,161,0,0,13,0
354,10757,89.58064516129032,31780,62327,mainHall,169,0,0,14,0
355,10758,77.98333333333333,31760,45797,mainHall,177,0,0,11,0
356,10759,114.14545454545454,50430,62986,hallB,148,0,0,8,0
357,10761,99.65259740259741,32260,62953,mainHall,171,0,0,14,0
358,10762,47.10227272727273,39840,43985,service,31,0,1,6,0
359,10766,85.53591160220995,32100,63064,mainHall,165,0,0,15,0
360,10771,41.224489795918366,45710,47730,other,31,0,0,5,0
361,10772,82.21917808219176,32100,44104,mainHall,151,0,0,7,0
362,10774,55.97916666666666,30930,44365,mainHall,145,0,0,10,0
363,10777,90.99420289855072,31480,62873,mainHall,171,0,0,15,0
364,10778,89.37846153846155,33910,62958,mainHall,129,0,0,15,0
365,10779,54.18181818181818,46930,48718,other,28,0,0,5,0
366,10781,99.93846153846157,31770,44762,mainHall,177,0,0,8,0
367,10785,91.60734463276836,30730,63159,other,180,0,0,15,0
368,10788,123.37007874015751,47120,62788,hallD,116,0,0,10,0
369,10789,94.93333333333334,45430,62518,other,104,0,0,11,0
370,10790,74.04838709677419,46030,50621,exhibition,42,0,0,6,0
371,10791,89.75609756097559,47100,50780,exhibition,53,0,0,4,0
372,10794,85.35570469798657,49700,62418,other,167,0,0,11,0
373,10797,106.21186440677972,50550,63083,hallA,113,0,0,7,0
374,10801,125.42708333333331,31240,55322,room5,325,1,0,13,0
375,10803,94.89743589743591,46480,50181,exhibition,55,0,0,4,0
376,10804,127.125,31880,44084,mainHall,163,0,0,6,0
377,10807,108.85714285714286,49020,62736,other,89,0,0,10,0
378,10809,73.36734693877553,48790,63170,other,106,0,0,10,0
379,10812,72.15294117647059,31890,50289,mainHall,160,0,0,12,0
380,10814,154.11764705882354,49130,62230,other,114,0,0,9,0
381,10815,68.83076923076922,46000,50474,exhibition,46,0,0,5,0
382,10817,59.716101694915245,32200,46293,mainHall,154,0,0,9,0
383,10818,75.40487804878049,30730,46188,mainHall,150,0,0,11,0
384,10821,117.35398230088495,31230,44491,mainHall,167,0,0,8,0
385,10826,61.37623762376238,32120,44518,mainHall,142,0,0,10,0
386,10830,68.15894039735099,31370,41662,mainHall,120,0,0,11,0
387,10835,78.80193236714976,31620,47932,mainHall,166,0,0,11,0
388,10836,108.05154639175258,31040,41521,mainHall,115,0,0,8,0
389,10837,49.25609756097561,45840,49879,exhibition,53,0,0,7,0
390,10838,106.62809917355372,49740,62642,hallB,96,0,0,7,0
391,10840,71.4041450777202,49460,63241,hallB,149,0,0,10,0
392,10842,82.06040268456375,49760,61987,hallD,71,0,0,11,0
393,10848,78.83928571428571,46380,50795,exhibition,45,0,0,5,0
394,10853,98.73053892215569,45430,61918,hallB,82,0,0,12,0
395,10854,90.53191489361704,31140,43905,mainHall,153,0,0,8,0
396,10855,76.0525,31520,61941,mainHall,167,0,0,15,0
397,10858,74.09817351598173,30700,63155,mainHall,147,0,0,17,0
398,10861,53.83064516129032,30910,44260,mainHall,156,0,0,10,0
399,10863,103.87868852459015,31360,63043,mainHall,176,0,0,14,0
400,10865,101.92086330935251,30780,44947,mainHall,173,0,0,8,0
401,10868,90.65,31310,44001,exhibition,157,0,0,9,0
402,10870,90.48148148148148,30860,62619,mainHall,172,0,0,14,0
403,10871,90.50561797752808,30690,62910,mainHall,153,0,0,14,0
404,10873,93.3021978021978,46100,63081,hallA,163,0,0,10,0
405,10876,100.67575757575756,32230,65453,mainHall,166,0,0,11,0
406,10879,131.03,31220,44323,mainHall,179,0,0,7,0
407,10880,138.81521739130434,31780,44551,mainHall,172,0,0,8,0
408,10884,53.6875,32680,37834,mainHall,67,0,0,7,0
409,10887,83.75159235668791,32140,45289,mainHall,156,0,0,9,0
410,10891,105.42904290429043,31160,63105,mainHall,180,0,0,14,0
411,10893,119.89743589743591,46100,50776,exhibition,66,0,0,5,0
412,10894,123.66300366300364,31770,65530,room2,188,0,0,12,0
413,10897,128.38951310861424,32550,66830,mainHall,164,0,0,11,0
414,10903,41.62162162162162,45360,46900,other,18,0,0,5,0
415,10904,67.95774647887322,45700,50525,exhibition,38,0,0,5,0
416,10907,99.70718232044202,45100,63147,other,208,0,0,11,0
417,10911,46.80363636363637,35340,48211,mainHall,108,0,0,12,0
418,10913,157.6513157894737,31470,55433,room5,247,1,0,12,0
419,10918,88.89048991354467,31110,61955,mainHall,161,0,0,16,0
420,10921,100.90598290598291,32630,44436,mainHall,159,0,0,6,0
421,10925,16.47826086956522,45760,46518,other,8,0,0,5,0
